#{"t_start": 1781094374.7070918, "env_id": "None"}
r,l,t
-10.0,1,17.303617
-10.0,1,17.303617
-10.0,1,17.303617
-10.0,1,17.313824
3.0,1,17.313824
-10.0,1,17.313824
10.0,1,17.313824
-10.0,1,17.313824
10.0,1,17.3308
-10.0,1,17.3308
-10.0,1,17.336311
-10.0,1,17.336311
-10.0,1,17.338714
-10.0,1,17.345698
-10.0,1,17.345698
3.0,1,17.345698
-10.0,1,17.345698
3.0,1,17.345698
-10.0,1,17.361748
-10.0,1,17.361748
3.0,1,17.361748
-10.0,1,17.361748
-10.0,1,17.361748
-10.0,1,17.361748
-10.0,1,17.377499
3.0,1,17.377499
-10.0,1,17.377499
-10.0,1,17.377499
-10.0,1,17.393418
-10.0,1,17.393418
3.0,1,17.393418
3.0,1,17.393418
-10.0,1,17.409454
3.0,1,17.409454
-10.0,1,17.409454
-10.0,1,17.409454
-10.0,1,17.426911
-10.0,1,17.428916
3.0,1,17.430921
-10.0,1,17.432925
-10.0,1,17.436436
10.0,1,17.441512
-10.0,1,17.441512
-10.0,1,17.441512
-10.0,1,17.451299
3.0,1,17.453304
-10.0,1,17.453304
-10.0,1,17.455309
10.0,1,17.459992
-10.0,1,17.459992
3.0,1,17.459992
-10.0,1,17.459992
-10.0,1,17.473008
-10.0,1,17.473008
-10.0,1,17.473008
-10.0,1,17.473008
-10.0,1,17.484869
-10.0,1,17.484869
-10.0,1,17.484869
-10.0,1,17.491519
-10.0,1,17.497006
-10.0,1,17.497006
-10.0,1,17.497006
-10.0,1,17.497006
-10.0,1,17.506543
3.0,1,17.506543
-10.0,1,17.506543
-10.0,1,17.506543
-10.0,1,17.520366
-10.0,1,17.520366
3.0,1,17.520366
-10.0,1,17.520366
-10.0,1,17.5378
-10.0,1,17.540106
-10.0,1,17.540106
-10.0,1,17.540106
-10.0,1,17.540106
-10.0,1,17.552518
-10.0,1,17.552518
-10.0,1,17.552518
-10.0,1,17.56431
-10.0,1,17.56834
-10.0,1,17.56834
-10.0,1,17.56834
-10.0,1,17.56834
-10.0,1,17.56834
-10.0,1,17.56834
10.0,1,17.56834
3.0,1,17.584182
-10.0,1,17.584182
-10.0,1,17.584182
10.0,1,17.584182
-10.0,1,17.600136
-10.0,1,17.600136
-10.0,1,17.600136
-10.0,1,17.600136
-10.0,1,17.617378
3.0,1,17.617378
3.0,1,17.617378
-10.0,1,17.617378
-10.0,1,17.617378
-10.0,1,17.631917
-10.0,1,17.631917
-10.0,1,17.631917
-10.0,1,17.63949
10.0,1,17.63949
-10.0,1,17.63949
10.0,1,17.648004
-10.0,1,17.648004
-10.0,1,17.648004
-10.0,1,17.648004
-10.0,1,17.648004
10.0,1,17.663759
-10.0,1,17.663759
-10.0,1,17.663759
-10.0,1,17.663759
-10.0,1,17.679532
-10.0,1,17.679532
-10.0,1,17.679532
-10.0,1,17.679532
-10.0,1,17.679532
-10.0,1,17.695365
-10.0,1,17.695365
-10.0,1,17.695365
10.0,1,17.695365
10.0,1,17.695365
-10.0,1,17.695365
10.0,1,17.711036
-10.0,1,17.711036
3.0,1,17.711036
-10.0,1,17.711036
-10.0,1,17.711036
-10.0,1,17.727013
-10.0,1,17.737033
10.0,1,17.737033
3.0,1,17.737033
-10.0,1,17.74625
-10.0,1,17.74625
-10.0,1,17.74625
-10.0,1,17.74625
-10.0,1,17.758965
-10.0,1,17.758965
-10.0,1,17.758965
3.0,1,17.758965
-10.0,1,17.758965
-10.0,1,17.774715
-10.0,1,17.774715
3.0,1,17.774715
-10.0,1,17.774715
10.0,1,17.774715
-10.0,1,17.774715
-10.0,1,17.774715
-10.0,1,17.791898
-10.0,1,17.791898
-10.0,1,17.791898
-10.0,1,17.791898
-10.0,1,17.806673
-10.0,1,17.806673
-10.0,1,17.806673
-10.0,1,17.806673
3.0,1,17.806673
-10.0,1,17.822587
-10.0,1,17.822587
-10.0,1,17.822587
-10.0,1,17.822587
-10.0,1,17.822587
-10.0,1,17.837065
-10.0,1,17.838573
-10.0,1,17.838573
-10.0,1,17.838573
-10.0,1,17.838573
-10.0,1,17.838573
-10.0,1,17.854633
-10.0,1,17.854633
3.0,1,17.854633
-10.0,1,17.854633
10.0,1,17.870574
3.0,1,17.870574
-10.0,1,17.870574
3.0,1,17.870574
-10.0,1,17.870574
-10.0,1,17.870574
-10.0,1,17.870574
3.0,1,17.886669
-10.0,1,17.891929
-10.0,1,17.891929
-10.0,1,17.891929
-10.0,1,17.891929
-10.0,1,17.902478
-10.0,1,17.902478
-10.0,1,17.902478
-10.0,1,17.902478
-10.0,1,17.912957
-10.0,1,17.912957
-10.0,1,17.912957
-10.0,1,17.918472
3.0,1,17.923525
-10.0,1,17.923525
3.0,1,17.934427
3.0,1,17.937129
-10.0,1,17.942247
-10.0,1,17.942247
-10.0,1,17.942247
-10.0,1,17.942247
-10.0,1,17.954749
-10.0,1,17.954749
-10.0,1,17.954749
-10.0,1,17.954749
-10.0,1,17.970273
-10.0,1,17.972275
-10.0,1,17.974277
-10.0,1,17.974277
-10.0,1,17.983421
-10.0,1,17.985427
-10.0,1,17.987431
-10.0,1,17.989436
-10.0,1,17.989436
-10.0,1,17.989436
10.0,1,17.989436
-10.0,1,17.998285
-10.0,1,17.998285
-10.0,1,17.998285
-10.0,1,17.998285
-10.0,1,17.998285
-10.0,1,18.014281
-10.0,1,18.01731
-10.0,1,18.01731
-10.0,1,18.019315
3.0,1,18.019315
-10.0,1,18.019315
-10.0,1,18.030322
3.0,1,18.030322
10.0,1,18.037153
-10.0,1,18.037153
-10.0,1,18.037153
10.0,1,18.037153
-10.0,1,18.04617
-10.0,1,18.04617
-10.0,1,18.04617
-10.0,1,18.04617
-10.0,1,18.063386
-10.0,1,18.063386
-10.0,1,18.06786
-10.0,1,18.06786
-10.0,1,18.06786
-10.0,1,18.07837
3.0,1,18.07837
-10.0,1,18.07837
10.0,1,18.087553
-10.0,1,18.087553
-10.0,1,18.087553
-10.0,1,18.094182
3.0,1,18.095656
-10.0,1,18.095656
-10.0,1,18.095656
-10.0,1,18.095656
-10.0,1,18.110164
-10.0,1,18.110164
10.0,1,18.110164
-10.0,1,18.110164
-10.0,1,18.110164
-10.0,1,18.126161
-10.0,1,18.126161
-10.0,1,18.126161
10.0,1,18.137277
3.0,1,18.137277
-10.0,1,18.141809
-10.0,1,18.141809
-10.0,1,18.141809
-10.0,1,18.141809
-10.0,1,18.141809
-10.0,1,18.141809
-10.0,1,18.157517
-10.0,1,18.157517
-10.0,1,18.157517
-10.0,1,18.157517
10.0,1,18.174575
3.0,1,18.178998
-10.0,1,18.178998
-10.0,1,18.178998
-10.0,1,18.189424
-10.0,1,18.189424
-10.0,1,18.189424
-10.0,1,18.189424
-10.0,1,18.205106
-10.0,1,18.205106
-10.0,1,18.205106
-10.0,1,18.205106
-10.0,1,18.205106
-10.0,1,18.205106
-10.0,1,18.220768
10.0,1,18.220768
-10.0,1,18.220768
-10.0,1,18.220768
-10.0,1,18.220768
-10.0,1,18.220768
-10.0,1,18.237399
-10.0,1,18.237399
-10.0,1,18.237399
-10.0,1,18.237399
-10.0,1,18.252753
-10.0,1,18.252753
-10.0,1,18.252753
-10.0,1,18.252753
-10.0,1,18.252753
-10.0,1,18.252753
-10.0,1,18.268394
3.0,1,18.268394
-10.0,1,18.274788
-10.0,1,18.274788
-10.0,1,18.274788
-10.0,1,18.274788
3.0,1,18.284426
-10.0,1,18.284426
-10.0,1,18.284426
-10.0,1,18.284426
-10.0,1,18.301435
-10.0,1,18.301435
-10.0,1,18.301435
-10.0,1,18.301435
-10.0,1,18.301435
-10.0,1,18.301435
-10.0,1,18.316301
3.0,1,18.316301
3.0,1,18.316301
-10.0,1,18.316301
-10.0,1,18.316301
-10.0,1,18.316301
-10.0,1,18.337353
-10.0,1,18.337353
-10.0,1,18.337353
-10.0,1,18.337353
-10.0,1,18.347869
-10.0,1,18.347869
-10.0,1,18.347869
-10.0,1,18.347869
-10.0,1,18.347869
-10.0,1,18.347869
-10.0,1,18.363533
-10.0,1,18.363533
-10.0,1,18.363533
10.0,1,18.363533
10.0,1,18.363533
-10.0,1,18.363533
10.0,1,18.379178
-10.0,1,18.379178
-10.0,1,18.379178
-10.0,1,18.379178
-10.0,1,18.394922
-10.0,1,18.394922
-10.0,1,18.394922
-10.0,1,18.394922
-10.0,1,18.410557
-10.0,1,18.410557
-10.0,1,18.410557
-10.0,1,18.410557
-10.0,1,18.410557
10.0,1,18.410557
-10.0,1,18.410557
3.0,1,18.410557
10.0,1,18.426633
-10.0,1,18.426633
-10.0,1,18.437246
-10.0,1,18.437246
-10.0,1,18.442295
-10.0,1,18.442295
10.0,1,18.442295
-10.0,1,18.442295
3.0,1,18.458406
-10.0,1,18.458406
-10.0,1,18.458406
-10.0,1,18.458406
-10.0,1,18.474083
-10.0,1,18.474083
-10.0,1,18.474083
-10.0,1,18.474083
-10.0,1,18.474083
-10.0,1,18.474083
-10.0,1,18.489808
-10.0,1,18.489808
-10.0,1,18.489808
-10.0,1,18.489808
-10.0,1,18.489808
-10.0,1,18.489808
3.0,1,18.505525
-10.0,1,18.505525
-10.0,1,18.505525
-10.0,1,18.505525
10.0,1,18.522658
-10.0,1,18.522658
10.0,1,18.522658
-10.0,1,18.522658
-10.0,1,18.537168
-10.0,1,18.537168
-10.0,1,18.537168
-10.0,1,18.537168
10.0,1,18.537168
-10.0,1,18.552837
-10.0,1,18.552837
-10.0,1,18.552837
-10.0,1,18.562156
-10.0,1,18.562156
-10.0,1,18.568664
-10.0,1,18.568664
-10.0,1,18.568664
-10.0,1,18.568664
-10.0,1,18.584376
10.0,1,18.584376
-10.0,1,18.584376
-10.0,1,18.584376
10.0,1,18.584376
10.0,1,18.600414
-10.0,1,18.600414
-10.0,1,18.600414
-10.0,1,18.600414
-10.0,1,18.600414
-10.0,1,18.616539
3.0,1,18.616539
-10.0,1,18.616539
-10.0,1,18.616539
-10.0,1,18.632394
-10.0,1,18.632394
-10.0,1,18.632394
-10.0,1,18.637506
-10.0,1,18.64207
3.0,1,18.64207
-10.0,1,18.648436
-10.0,1,18.648436
3.0,1,18.648436
-10.0,1,18.648436
-10.0,1,18.648436
-10.0,1,18.664206
-10.0,1,18.668995
-10.0,1,18.668995
-10.0,1,18.668995
3.0,1,18.668995
-10.0,1,18.680007
-10.0,1,18.680007
-10.0,1,18.680007
10.0,1,18.680007
-10.0,1,18.696937
3.0,1,18.696937
3.0,1,18.696937
-10.0,1,18.696937
-10.0,1,18.696937
-10.0,1,18.696937
-10.0,1,18.711948
-10.0,1,18.711948
-10.0,1,18.711948
-10.0,1,18.711948
10.0,1,18.711948
-10.0,1,18.711948
-10.0,1,18.72774
3.0,1,18.72774
-10.0,1,18.72774
-10.0,1,18.737822
3.0,1,18.74387
-10.0,1,18.74387
-10.0,1,18.74387
-10.0,1,18.74387
-10.0,1,18.759964
-10.0,1,18.759964
-10.0,1,18.759964
3.0,1,18.759964
-10.0,1,18.759964
-10.0,1,18.759964
-10.0,1,18.775926
10.0,1,18.775926
-10.0,1,18.775926
-10.0,1,18.775926
-10.0,1,18.775926
-10.0,1,18.775926
-10.0,1,18.792837
-10.0,1,18.792837
-10.0,1,18.792837
-10.0,1,18.792837
10.0,1,18.792837
-10.0,1,18.792837
-10.0,1,18.80785
-10.0,1,18.80785
-10.0,1,18.80785
-10.0,1,18.80785
-10.0,1,18.80785
-10.0,1,18.80785
-10.0,1,18.823942
-10.0,1,18.823942
10.0,1,18.823942
10.0,1,18.823942
-10.0,1,18.838128
-10.0,1,18.839879
-10.0,1,18.839879
-10.0,1,18.839879
10.0,1,18.839879
10.0,1,18.839879
-10.0,1,18.855784
-10.0,1,18.855784
-10.0,1,18.855784
-10.0,1,18.855784
-10.0,1,18.855784
-10.0,1,18.855784
-10.0,1,18.871527
-10.0,1,18.871527
-10.0,1,18.871527
-10.0,1,18.871527
-10.0,1,18.887528
-10.0,1,18.887528
10.0,1,18.887528
-10.0,1,18.887528
-10.0,1,18.900606
-10.0,1,18.903618
3.0,1,18.903618
-10.0,1,18.903618
-10.0,1,18.903618
-10.0,1,18.903618
-10.0,1,18.903618
-10.0,1,18.903618
-10.0,1,18.919353
-10.0,1,18.919353
-10.0,1,18.919353
-10.0,1,18.919353
-10.0,1,18.938385
-10.0,1,18.938385
-10.0,1,18.938385
-10.0,1,18.938385
-10.0,1,18.952009
-10.0,1,18.952009
10.0,1,18.952009
-10.0,1,18.952009
-10.0,1,18.968256
3.0,1,18.968256
-10.0,1,18.968256
-10.0,1,18.968256
-10.0,1,18.983053
-10.0,1,18.983053
-10.0,1,18.983053
-10.0,1,18.983053
-10.0,1,18.983053
-10.0,1,18.99879
-10.0,1,18.99879
10.0,1,18.99879
-10.0,1,18.99879
-10.0,1,18.99879
-10.0,1,18.99879
-10.0,1,19.01468
10.0,1,19.01468
-10.0,1,19.01468
3.0,1,19.01468
-10.0,1,19.030426
-10.0,1,19.030426
-10.0,1,19.038316
-10.0,1,19.038316
-10.0,1,19.038316
-10.0,1,19.04635
-10.0,1,19.04635
-10.0,1,19.04635
3.0,1,19.04635
10.0,1,19.062118
-10.0,1,19.062118
-10.0,1,19.062118
-10.0,1,19.062118
-10.0,1,19.079029
-10.0,1,19.079029
-10.0,1,19.079029
-10.0,1,19.079029
-10.0,1,19.079029
10.0,1,19.093849
10.0,1,19.093849
-10.0,1,19.093849
-10.0,1,19.093849
3.0,1,19.109567
10.0,1,19.109567
3.0,1,19.109567
-10.0,1,19.109567
-10.0,1,19.109567
-10.0,1,19.109567
-10.0,1,19.109567
-10.0,1,19.125448
-10.0,1,19.125448
10.0,1,19.125448
-10.0,1,19.125448
10.0,1,19.141093
-10.0,1,19.141093
-10.0,1,19.141093
-10.0,1,19.141093
-10.0,1,19.141093
-10.0,1,19.141093
10.0,1,19.141093
3.0,1,19.156878
-10.0,1,19.158761
-10.0,1,19.158761
-10.0,1,19.158761
-10.0,1,19.158761
-10.0,1,19.172851
-10.0,1,19.172851
-10.0,1,19.172851
-10.0,1,19.172851
-10.0,1,19.188501
-10.0,1,19.188501
3.0,1,19.188501
-10.0,1,19.188501
-10.0,1,19.204368
3.0,1,19.206756
-10.0,1,19.206756
-10.0,1,19.206756
-10.0,1,19.206756
3.0,1,19.220237
-10.0,1,19.220237
10.0,1,19.220237
-10.0,1,19.220237
3.0,1,19.220237
-10.0,1,19.220237
-10.0,1,19.236292
-10.0,1,19.2388
-10.0,1,19.2388
-10.0,1,19.2388
-10.0,1,19.2388
-10.0,1,19.253189
-10.0,1,19.253189
-10.0,1,19.253189
-10.0,1,19.253189
-10.0,1,19.253189
3.0,1,19.269218
-10.0,1,19.269218
-10.0,1,19.269218
-10.0,1,19.269218
-10.0,1,19.283778
-10.0,1,19.283778
-10.0,1,19.283778
-10.0,1,19.283778
3.0,1,19.299736
10.0,1,19.299736
10.0,1,19.299736
-10.0,1,19.299736
-10.0,1,19.299736
10.0,1,19.31576
-10.0,1,19.31576
-10.0,1,19.31576
10.0,1,19.31576
10.0,1,19.31576
-10.0,1,19.31576
-10.0,1,19.331491
10.0,1,19.338629
-10.0,1,19.338629
-10.0,1,19.338629
3.0,1,19.348541
10.0,1,19.348541
-10.0,1,19.348541
-10.0,1,19.348541
-10.0,1,19.348541
10.0,1,19.363049
-10.0,1,19.363049
-10.0,1,19.363049
-10.0,1,19.363049
-10.0,1,19.363049
-10.0,1,19.363049
-10.0,1,19.363049
-10.0,1,19.381241
-10.0,1,19.381241
-10.0,1,19.381241
3.0,1,19.381241
-10.0,1,19.381241
-10.0,1,19.394717
-10.0,1,19.394717
-10.0,1,19.394717
3.0,1,19.394717
-10.0,1,19.410482
-10.0,1,19.410482
-10.0,1,19.410482
-10.0,1,19.410482
-10.0,1,19.410482
-10.0,1,19.426386
-10.0,1,19.426386
-10.0,1,19.426386
-10.0,1,19.426386
3.0,1,19.426386
-10.0,1,19.426386
-10.0,1,19.444575
3.0,1,19.444575
-10.0,1,19.444575
-10.0,1,19.444575
-10.0,1,19.454644
-10.0,1,19.458184
-10.0,1,19.458184
-10.0,1,19.458184
-10.0,1,19.458184
-10.0,1,19.458184
10.0,1,19.458184
-10.0,1,19.458184
3.0,1,19.474119
-10.0,1,19.474119
-10.0,1,19.474119
-10.0,1,19.474119
-10.0,1,19.489878
-10.0,1,19.489878
-10.0,1,19.489878
-10.0,1,19.489878
-10.0,1,19.501786
3.0,1,19.501786
-10.0,1,19.508183
-10.0,1,19.510273
-10.0,1,19.510273
-10.0,1,19.510273
-10.0,1,19.521759
-10.0,1,19.521759
-10.0,1,19.521759
10.0,1,19.521759
-10.0,1,19.521759
-10.0,1,19.521759
10.0,1,19.538906
-10.0,1,19.538906
-10.0,1,19.538906
-10.0,1,19.538906
-10.0,1,19.553186
3.0,1,19.553186
-10.0,1,19.553186
-10.0,1,19.553186
10.0,1,19.553186
-10.0,1,19.553186
-10.0,1,19.569243
-10.0,1,19.569243
-10.0,1,19.569243
-10.0,1,19.569243
-10.0,1,19.569243
-10.0,1,19.584998
-10.0,1,19.584998
-10.0,1,19.584998
-10.0,1,19.584998
10.0,1,19.584998
-10.0,1,19.600849
10.0,1,19.600849
3.0,1,19.600849
-10.0,1,19.600849
-10.0,1,19.616642
-10.0,1,19.616642
-10.0,1,19.616642
-10.0,1,19.622149
-10.0,1,19.622149
3.0,1,19.622149
3.0,1,19.632663
-10.0,1,19.632663
-10.0,1,19.641835
-10.0,1,19.641835
-10.0,1,19.648343
-10.0,1,19.648343
-10.0,1,19.648343
-10.0,1,19.648343
3.0,1,19.648343
-10.0,1,19.664165
-10.0,1,19.666143
10.0,1,19.666143
3.0,1,19.666143
-10.0,1,19.666143
-10.0,1,19.679868
-10.0,1,19.679868
3.0,1,19.679868
3.0,1,19.679868
3.0,1,19.695837
-10.0,1,19.695837
-10.0,1,19.695837
-10.0,1,19.695837
-10.0,1,19.711514
-10.0,1,19.711514
-10.0,1,19.711514
3.0,1,19.711514
10.0,1,19.730533
-10.0,1,19.730533
-10.0,1,19.730533
-10.0,1,19.730533
-10.0,1,19.743089
-10.0,1,19.743089
-10.0,1,19.743089
-10.0,1,19.743089
-10.0,1,19.743089
-10.0,1,19.743089
-10.0,1,19.758804
3.0,1,19.758804
-10.0,1,19.758804
-10.0,1,19.758804
-10.0,1,19.758804
-10.0,1,19.758804
10.0,1,19.774545
-10.0,1,19.774545
-10.0,1,19.774545
-10.0,1,19.774545
10.0,1,19.790352
3.0,1,19.790352
-10.0,1,19.790352
-10.0,1,19.790352
-10.0,1,19.790352
-10.0,1,19.790352
-10.0,1,19.790352
3.0,1,19.806004
-10.0,1,19.806004
10.0,1,19.806004
10.0,1,19.806004
-10.0,1,19.806004
-10.0,1,19.822104
3.0,1,19.822104
-10.0,1,19.822104
-10.0,1,19.822104
-10.0,1,19.839329
-10.0,1,19.839329
-10.0,1,19.839329
-10.0,1,19.839329
3.0,1,19.853482
-10.0,1,19.853482
10.0,1,19.853482
-10.0,1,19.853482
10.0,1,19.853482
3.0,1,19.869559
-10.0,1,19.869559
3.0,1,19.869559
-10.0,1,19.869559
-10.0,1,19.869559
-10.0,1,19.869559
-10.0,1,19.869559
10.0,1,19.885289
-10.0,1,19.885289
-10.0,1,19.885289
10.0,1,19.885289
-10.0,1,19.90064
10.0,1,19.90064
-10.0,1,19.90064
-10.0,1,19.90064
-10.0,1,19.912371
10.0,1,19.91641
10.0,1,19.917485
-10.0,1,19.917485
-10.0,1,19.917485
-10.0,1,19.917485
3.0,1,19.917485
-10.0,1,19.917485
-10.0,1,19.932218
-10.0,1,19.939364
10.0,1,19.939364
-10.0,1,19.939364
-10.0,1,19.947936
-10.0,1,19.947936
-10.0,1,19.947936
3.0,1,19.947936
-10.0,1,20.074396
3.0,1,20.090035
-10.0,1,20.090035
-10.0,1,20.090035
-10.0,1,20.10098
-10.0,1,20.10098
3.0,1,20.106012
-10.0,1,20.106012
-10.0,1,20.106012
-10.0,1,20.106012
-10.0,1,20.106012
10.0,1,20.106012
3.0,1,20.121768
-10.0,1,20.121768
3.0,1,20.121768
-10.0,1,20.121768
-10.0,1,20.121768
-10.0,1,20.121768
-10.0,1,20.13786
3.0,1,20.140381
3.0,1,20.140381
-10.0,1,20.140381
-10.0,1,20.140381
-10.0,1,20.140381
3.0,1,20.153894
-10.0,1,20.153894
-10.0,1,20.153894
-10.0,1,20.153894
3.0,1,20.169611
-10.0,1,20.170668
-10.0,1,20.170668
-10.0,1,20.170668
-10.0,1,20.170668
-10.0,1,20.170668
3.0,1,20.170668
-10.0,1,20.185526
-10.0,1,20.192779
-10.0,1,20.192779
-10.0,1,20.192779
3.0,1,20.201379
-10.0,1,20.201379
-10.0,1,20.201379
-10.0,1,20.201379
-10.0,1,20.201379
3.0,1,20.217182
-10.0,1,20.217182
-10.0,1,20.217182
-10.0,1,20.217182
-10.0,1,20.217182
-10.0,1,20.217182
-10.0,1,20.233009
-10.0,1,20.233009
-10.0,1,20.239609
-10.0,1,20.239609
3.0,1,20.239609
10.0,1,20.239609
10.0,1,20.251679
-10.0,1,20.251679
-10.0,1,20.251679
-10.0,1,20.251679
-10.0,1,20.264823
-10.0,1,20.264823
10.0,1,20.264823
-10.0,1,20.264823
-10.0,1,20.264823
-10.0,1,20.280474
-10.0,1,20.280474
10.0,1,20.280474
10.0,1,20.280474
-10.0,1,20.280474
-10.0,1,20.280474
-10.0,1,20.296351
-10.0,1,20.296351
-10.0,1,20.296351
-10.0,1,20.296351
3.0,1,20.312105
-10.0,1,20.312105
-10.0,1,20.312105
-10.0,1,20.312105
10.0,1,20.312105
-10.0,1,20.328897
3.0,1,20.328897
3.0,1,20.328897
-10.0,1,20.328897
-10.0,1,20.344675
-10.0,1,20.346681
10.0,1,20.348686
-10.0,1,20.350691
-10.0,1,20.352698
-10.0,1,20.359222
-10.0,1,20.359222
-10.0,1,20.359222
-10.0,1,20.359222
-10.0,1,20.359222
-10.0,1,20.359222
-10.0,1,20.375164
-10.0,1,20.375164
-10.0,1,20.375164
-10.0,1,20.375164
10.0,1,20.375164
-10.0,1,20.394075
-10.0,1,20.394075
-10.0,1,20.394075
-10.0,1,20.394075
-10.0,1,20.406937
-10.0,1,20.411557
-10.0,1,20.411557
-10.0,1,20.411557
-10.0,1,20.422571
-10.0,1,20.422571
-10.0,1,20.422571
-10.0,1,20.422571
-10.0,1,20.435229
-10.0,1,20.438293
3.0,1,20.439801
10.0,1,20.439801
-10.0,1,20.439801
-10.0,1,20.439801
-10.0,1,20.439801
3.0,1,20.439801
-10.0,1,20.454156
3.0,1,20.454156
-10.0,1,20.454156
10.0,1,20.454156
-10.0,1,20.470172
-10.0,1,20.470172
-10.0,1,20.470172
-10.0,1,20.470172
-10.0,1,20.482035
-10.0,1,20.482035
-10.0,1,20.487146
10.0,1,20.487146
-10.0,1,20.487146
-10.0,1,20.487146
-10.0,1,20.487146
3.0,1,20.487146
-10.0,1,20.505713
-10.0,1,20.505713
-10.0,1,20.505713
-10.0,1,20.505713
3.0,1,20.518226
-10.0,1,20.518226
-10.0,1,20.518226
-10.0,1,20.518226
10.0,1,20.533908
-10.0,1,20.533908
-10.0,1,20.533908
-10.0,1,20.540042
10.0,1,20.540042
10.0,1,20.549647
-10.0,1,20.549647
3.0,1,20.549647
10.0,1,20.558168
3.0,1,20.558168
-10.0,1,20.565698
-10.0,1,20.565698
-10.0,1,20.565698
-10.0,1,20.565698
-10.0,1,20.565698
-10.0,1,20.565698
10.0,1,20.581604
-10.0,1,20.581604
-10.0,1,20.581604
-10.0,1,20.597661
-10.0,1,20.597661
-10.0,1,20.597661
3.0,1,20.597661
-10.0,1,20.597661
10.0,1,20.616609
-10.0,1,20.616609
-10.0,1,20.616609
-10.0,1,20.616609
-10.0,1,20.629628
-10.0,1,20.629628
-10.0,1,20.629628
-10.0,1,20.629628
-10.0,1,20.645757
-10.0,1,20.646891
-10.0,1,20.646891
3.0,1,20.646891
-10.0,1,20.646891
3.0,1,20.646891
-10.0,1,20.66187
-10.0,1,20.66187
-10.0,1,20.66187
-10.0,1,20.66187
10.0,1,20.677741
-10.0,1,20.677741
3.0,1,20.677741
-10.0,1,20.677741
-10.0,1,20.677741
-10.0,1,20.693864
-10.0,1,20.693864
-10.0,1,20.693864
-10.0,1,20.693864
-10.0,1,20.693864
3.0,1,20.709526
-10.0,1,20.709526
-10.0,1,20.709526
-10.0,1,20.709526
-10.0,1,20.725404
-10.0,1,20.727579
-10.0,1,20.727579
-10.0,1,20.727579
-10.0,1,20.727579
-10.0,1,20.74153
-10.0,1,20.747043
-10.0,1,20.748518
-10.0,1,20.748518
-10.0,1,20.757529
-10.0,1,20.757529
3.0,1,20.757529
3.0,1,20.757529
-10.0,1,20.757529
3.0,1,20.757529
3.0,1,20.773529
10.0,1,20.776191
-10.0,1,20.776191
-10.0,1,20.776191
-10.0,1,20.776191
-10.0,1,20.791327
-10.0,1,20.791327
-10.0,1,20.791327
-10.0,1,20.791327
10.0,1,20.791327
-10.0,1,20.805284
-10.0,1,20.805284
-10.0,1,20.805284
-10.0,1,20.805284
-10.0,1,20.805284
-10.0,1,20.805284
-10.0,1,20.805284
-10.0,1,20.82133
-10.0,1,20.82133
-10.0,1,20.82133
-10.0,1,20.82133
-10.0,1,20.837044
3.0,1,20.837044
-10.0,1,20.840672
-10.0,1,20.840672
-10.0,1,20.840672
10.0,1,20.840672
-10.0,1,20.85287
-10.0,1,20.85287
-10.0,1,20.85804
-10.0,1,20.85804
-10.0,1,20.868995
-10.0,1,20.868995
-10.0,1,20.868995
-10.0,1,20.868995
-10.0,1,20.868995
-10.0,1,20.868995
-10.0,1,20.884901
-10.0,1,20.884901
10.0,1,20.884901
-10.0,1,20.884901
-10.0,1,20.900646
10.0,1,20.900646
10.0,1,20.900646
-10.0,1,20.900646
-10.0,1,20.900646
-10.0,1,20.900646
-10.0,1,20.900646
-10.0,1,20.900646
-10.0,1,20.916631
-10.0,1,20.916631
-10.0,1,20.916631
-10.0,1,20.916631
10.0,1,20.9323
10.0,1,20.9323
-10.0,1,20.9323
-10.0,1,20.940879
3.0,1,20.949317
-10.0,1,20.953336
-10.0,1,20.955341
-10.0,1,20.955341
3.0,1,20.957345
10.0,1,20.964004
-10.0,1,20.964004
-10.0,1,20.964004
-10.0,1,20.979908
3.0,1,20.979908
10.0,1,20.979908
-10.0,1,20.979908
-10.0,1,20.995733
-10.0,1,20.995733
-10.0,1,20.995733
-10.0,1,20.995733
-10.0,1,20.995733
3.0,1,20.995733
3.0,1,21.011552
-10.0,1,21.011552
-10.0,1,21.011552
-10.0,1,21.011552
-10.0,1,21.011552
-10.0,1,21.011552
-10.0,1,21.02924
-10.0,1,21.02924
-10.0,1,21.02924
-10.0,1,21.02924
-10.0,1,21.04351
10.0,1,21.04351
-10.0,1,21.04351
-10.0,1,21.04351
10.0,1,21.04351
-10.0,1,21.04351
-10.0,1,21.05925
-10.0,1,21.05925
10.0,1,21.05925
-10.0,1,21.05925
-10.0,1,21.05925
-10.0,1,21.05925
-10.0,1,21.075365
-10.0,1,21.075365
-10.0,1,21.075365
-10.0,1,21.075365
-10.0,1,21.091057
-10.0,1,21.091057
-10.0,1,21.091057
-10.0,1,21.091057
-10.0,1,21.091057
-10.0,1,21.10679
10.0,1,21.10679
-10.0,1,21.10679
-10.0,1,21.10679
3.0,1,21.10679
3.0,1,21.122454
-10.0,1,21.122454
-10.0,1,21.122454
3.0,1,21.122454
-10.0,1,21.122454
10.0,1,21.138187
3.0,1,21.141283
-10.0,1,21.141283
3.0,1,21.141283
10.0,1,21.141283
-10.0,1,21.154198
-10.0,1,21.154198
-10.0,1,21.154198
-10.0,1,21.154198
10.0,1,21.166343
-10.0,1,21.170126
-10.0,1,21.170126
-10.0,1,21.170126
