#{"t_start": 1781094374.7070918, "env_id": "None"}
r,l,t
10.0,1,98.972992
-10.0,1,98.972992
3.0,1,98.972992
-10.0,1,98.988678
-10.0,1,98.988678
-10.0,1,98.988678
-10.0,1,98.997772
10.0,1,99.007979
3.0,1,99.007979
10.0,1,99.007979
10.0,1,99.007979
10.0,1,99.023093
3.0,1,99.023093
10.0,1,99.023093
-10.0,1,99.023093
3.0,1,99.036614
3.0,1,99.036614
-10.0,1,99.036614
10.0,1,99.036614
3.0,1,99.052415
3.0,1,99.052415
-10.0,1,99.052415
3.0,1,99.052415
3.0,1,99.068178
10.0,1,99.068178
3.0,1,99.068178
-10.0,1,99.068178
10.0,1,99.083846
10.0,1,99.083846
-10.0,1,99.083846
-10.0,1,99.083846
-10.0,1,99.099825
3.0,1,99.105198
-10.0,1,99.105198
10.0,1,99.105198
3.0,1,99.119261
3.0,1,99.123272
3.0,1,99.125277
10.0,1,99.127284
-10.0,1,99.131697
10.0,1,99.131697
10.0,1,99.131697
10.0,1,99.131697
10.0,1,99.147504
10.0,1,99.147504
10.0,1,99.147504
3.0,1,99.147504
10.0,1,99.164679
-10.0,1,99.164679
-10.0,1,99.164679
10.0,1,99.164679
3.0,1,99.179194
10.0,1,99.179194
3.0,1,99.179194
-10.0,1,99.179194
-10.0,1,99.194385
10.0,1,99.194385
10.0,1,99.194385
10.0,1,99.194385
10.0,1,99.212622
3.0,1,99.212622
10.0,1,99.212622
-10.0,1,99.212622
-10.0,1,99.227541
10.0,1,99.227541
10.0,1,99.227541
-10.0,1,99.227541
10.0,1,99.242375
3.0,1,99.242375
-10.0,1,99.242375
10.0,1,99.242375
-10.0,1,99.258118
-10.0,1,99.258118
10.0,1,99.258118
-10.0,1,99.258118
10.0,1,99.273999
3.0,1,99.273999
-10.0,1,99.273999
3.0,1,99.273999
10.0,1,99.28997
10.0,1,99.28997
10.0,1,99.28997
3.0,1,99.28997
-10.0,1,99.305238
3.0,1,99.305238
3.0,1,99.305238
-10.0,1,99.305238
-10.0,1,99.305238
-10.0,1,99.32098
10.0,1,99.32098
3.0,1,99.32098
3.0,1,99.336853
3.0,1,99.336853
-10.0,1,99.336853
3.0,1,99.336853
-10.0,1,99.352578
3.0,1,99.352578
3.0,1,99.352578
3.0,1,99.352578
3.0,1,99.368599
3.0,1,99.368599
3.0,1,99.368599
3.0,1,99.368599
-10.0,1,99.384445
-10.0,1,99.384445
-10.0,1,99.384445
3.0,1,99.384445
-10.0,1,99.40038
3.0,1,99.405618
-10.0,1,99.405618
-10.0,1,99.405618
3.0,1,99.416237
10.0,1,99.416237
-10.0,1,99.416237
3.0,1,99.416237
10.0,1,99.433123
3.0,1,99.433123
3.0,1,99.433123
10.0,1,99.433123
-10.0,1,99.449245
3.0,1,99.449245
3.0,1,99.449245
-10.0,1,99.449245
3.0,1,99.589692
-10.0,1,99.589692
3.0,1,99.589692
3.0,1,99.589692
10.0,1,99.606498
-10.0,1,99.606498
-10.0,1,99.606498
3.0,1,99.606498
-10.0,1,99.616587
3.0,1,99.621603
10.0,1,99.621603
3.0,1,99.621603
-10.0,1,99.637359
3.0,1,99.637359
10.0,1,99.637359
10.0,1,99.637359
3.0,1,99.650165
-10.0,1,99.653347
-10.0,1,99.653347
10.0,1,99.653347
10.0,1,99.669308
10.0,1,99.669308
-10.0,1,99.669308
-10.0,1,99.669308
10.0,1,99.669308
10.0,1,99.688807
3.0,1,99.688807
3.0,1,99.688807
10.0,1,99.701107
-10.0,1,99.70668
10.0,1,99.708873
10.0,1,99.713084
10.0,1,99.717177
10.0,1,99.717177
10.0,1,99.717177
10.0,1,99.717177
-10.0,1,99.733032
3.0,1,99.733032
10.0,1,99.733032
3.0,1,99.733032
10.0,1,99.748766
3.0,1,99.748766
-10.0,1,99.748766
-10.0,1,99.748766
10.0,1,99.764688
3.0,1,99.764688
3.0,1,99.764688
-10.0,1,99.764688
3.0,1,99.783508
3.0,1,99.783508
-10.0,1,99.783508
-10.0,1,99.783508
3.0,1,99.796257
3.0,1,99.806665
3.0,1,99.810838
3.0,1,99.813395
10.0,1,99.814502
10.0,1,99.814502
-10.0,1,99.814502
3.0,1,99.814502
3.0,1,99.828426
10.0,1,99.828426
3.0,1,99.844426
-10.0,1,99.844426
-10.0,1,99.844426
-10.0,1,99.844426
10.0,1,99.86022
10.0,1,99.86022
-10.0,1,99.86022
-10.0,1,99.86022
-10.0,1,99.86022
3.0,1,99.875963
-10.0,1,99.875963
-10.0,1,99.875963
-10.0,1,99.875963
-10.0,1,99.875963
3.0,1,99.895546
3.0,1,99.895546
-10.0,1,99.895546
-10.0,1,99.906592
3.0,1,99.907602
3.0,1,99.907602
10.0,1,99.923414
10.0,1,99.923414
3.0,1,99.923414
-10.0,1,99.939211
-10.0,1,99.939211
10.0,1,99.939211
3.0,1,99.951473
10.0,1,99.953479
10.0,1,99.957232
3.0,1,99.959238
3.0,1,99.959238
3.0,1,99.970975
3.0,1,99.970975
-10.0,1,99.970975
-10.0,1,99.980293
10.0,1,99.980293
3.0,1,99.986807
3.0,1,99.986807
-10.0,1,99.995825
-10.0,1,99.995825
-10.0,1,100.001044
10.0,1,100.002783
10.0,1,100.006674
3.0,1,100.006674
3.0,1,100.015291
-10.0,1,100.015291
10.0,1,100.018575
3.0,1,100.018575
10.0,1,100.034342
-10.0,1,100.034342
3.0,1,100.034342
-10.0,1,100.050135
3.0,1,100.050135
10.0,1,100.050135
3.0,1,100.050135
-10.0,1,100.065918
3.0,1,100.065918
3.0,1,100.065918
-10.0,1,100.082773
3.0,1,100.082773
10.0,1,100.082773
-10.0,1,100.082773
-10.0,1,100.098463
-10.0,1,100.098463
-10.0,1,100.098463
-10.0,1,100.098463
3.0,1,100.106973
-10.0,1,100.113147
10.0,1,100.113147
10.0,1,100.113147
-10.0,1,100.128891
3.0,1,100.128891
3.0,1,100.128891
3.0,1,100.128891
10.0,1,100.145005
3.0,1,100.145005
3.0,1,100.145005
10.0,1,100.145005
3.0,1,100.160769
-10.0,1,100.160769
-10.0,1,100.160769
-10.0,1,100.160769
10.0,1,100.17757
10.0,1,100.17757
10.0,1,100.17757
3.0,1,100.17757
10.0,1,100.192226
10.0,1,100.192226
3.0,1,100.198517
-10.0,1,100.199623
3.0,1,100.208162
-10.0,1,100.208162
-10.0,1,100.208162
3.0,1,100.208162
-10.0,1,100.225248
-10.0,1,100.225248
-10.0,1,100.225248
-10.0,1,100.225248
-10.0,1,100.235741
3.0,1,100.244081
-10.0,1,100.244081
10.0,1,100.247148
3.0,1,100.255532
10.0,1,100.255532
-10.0,1,100.255532
3.0,1,100.255532
3.0,1,100.271591
-10.0,1,100.271591
3.0,1,100.271591
3.0,1,100.271591
3.0,1,100.287617
3.0,1,100.287617
10.0,1,100.287617
3.0,1,100.287617
-10.0,1,100.303354
3.0,1,100.303354
-10.0,1,100.303354
3.0,1,100.307454
10.0,1,100.307454
-10.0,1,100.319137
-10.0,1,100.319137
10.0,1,100.319137
10.0,1,100.330065
10.0,1,100.33512
-10.0,1,100.33512
-10.0,1,100.33512
3.0,1,100.342692
-10.0,1,100.342692
10.0,1,100.351206
10.0,1,100.351206
-10.0,1,100.351206
10.0,1,100.367105
3.0,1,100.367105
10.0,1,100.367105
3.0,1,100.367105
-10.0,1,100.382853
3.0,1,100.382853
3.0,1,100.382853
10.0,1,100.382853
-10.0,1,100.398831
-10.0,1,100.398831
3.0,1,100.398831
3.0,1,100.40746
3.0,1,100.414506
-10.0,1,100.414506
3.0,1,100.414506
10.0,1,100.430463
-10.0,1,100.430463
3.0,1,100.430463
-10.0,1,100.430463
3.0,1,100.446492
3.0,1,100.446492
3.0,1,100.446492
-10.0,1,100.446492
-10.0,1,100.446492
-10.0,1,100.462548
3.0,1,100.46619
3.0,1,100.46619
10.0,1,100.478405
10.0,1,100.478405
3.0,1,100.478405
3.0,1,100.478405
-10.0,1,100.494382
-10.0,1,100.494382
3.0,1,100.494382
3.0,1,100.50748
10.0,1,100.510035
-10.0,1,100.510035
-10.0,1,100.510035
3.0,1,100.510035
10.0,1,100.526061
-10.0,1,100.526061
10.0,1,100.526061
-10.0,1,100.526061
3.0,1,100.541882
-10.0,1,100.541882
3.0,1,100.541882
3.0,1,100.541882
-10.0,1,100.557633
-10.0,1,100.557633
10.0,1,100.557633
3.0,1,100.557633
10.0,1,100.573766
3.0,1,100.573766
10.0,1,100.573766
10.0,1,100.573766
10.0,1,100.589545
10.0,1,100.589545
10.0,1,100.589545
3.0,1,100.589545
-10.0,1,100.607472
10.0,1,100.607472
3.0,1,100.607472
3.0,1,100.607472
3.0,1,100.621257
10.0,1,100.621257
-10.0,1,100.621257
-10.0,1,100.621257
-10.0,1,100.637164
3.0,1,100.637164
3.0,1,100.637164
10.0,1,100.637164
3.0,1,100.637164
-10.0,1,100.652896
3.0,1,100.652896
-10.0,1,100.652896
3.0,1,100.652896
10.0,1,100.668785
-10.0,1,100.668785
3.0,1,100.668785
10.0,1,100.668785
-10.0,1,100.684697
-10.0,1,100.689254
-10.0,1,100.689254
3.0,1,100.700595
10.0,1,100.700595
3.0,1,100.707409
3.0,1,100.707409
-10.0,1,100.716428
-10.0,1,100.716428
3.0,1,100.716428
10.0,1,100.716428
10.0,1,100.733366
10.0,1,100.733366
10.0,1,100.733366
-10.0,1,100.733366
3.0,1,100.743747
3.0,1,100.748293
-10.0,1,100.748293
-10.0,1,100.748293
10.0,1,100.748293
10.0,1,100.748293
3.0,1,100.764129
3.0,1,100.764129
10.0,1,100.764129
-10.0,1,100.764129
3.0,1,100.779969
3.0,1,100.779969
-10.0,1,100.779969
-10.0,1,100.779969
10.0,1,100.795702
10.0,1,100.795702
3.0,1,100.811823
3.0,1,100.811823
10.0,1,100.811823
10.0,1,100.811823
3.0,1,100.827644
-10.0,1,100.827644
3.0,1,100.827644
-10.0,1,100.839455
3.0,1,100.843508
10.0,1,100.843508
-10.0,1,100.843508
-10.0,1,100.843508
3.0,1,100.859225
3.0,1,100.859225
3.0,1,100.859225
-10.0,1,100.859225
-10.0,1,100.876333
10.0,1,100.876333
10.0,1,100.876333
3.0,1,100.876333
-10.0,1,100.890846
-10.0,1,100.890846
-10.0,1,100.890846
-10.0,1,100.890846
-10.0,1,100.907328
-10.0,1,100.912159
10.0,1,100.912159
3.0,1,100.912159
3.0,1,100.925656
-10.0,1,100.927662
-10.0,1,100.927662
-10.0,1,100.929667
3.0,1,100.938486
-10.0,1,100.938486
10.0,1,100.938486
-10.0,1,100.938486
3.0,1,100.954196
3.0,1,100.954196
3.0,1,100.954196
-10.0,1,100.954196
-10.0,1,100.969938
3.0,1,100.969938
3.0,1,100.980442
-10.0,1,100.980442
10.0,1,100.990883
-10.0,1,100.994905
-10.0,1,100.994905
-10.0,1,100.996916
-10.0,1,101.00496
3.0,1,101.007471
10.0,1,101.01309
3.0,1,101.0151
10.0,1,101.026296
3.0,1,101.026296
10.0,1,101.032691
3.0,1,101.032691
3.0,1,101.045773
-10.0,1,101.04628
3.0,1,101.048763
-10.0,1,101.048763
10.0,1,101.048763
-10.0,1,101.048763
3.0,1,101.065827
3.0,1,101.072348
-10.0,1,101.076651
-10.0,1,101.080671
-10.0,1,101.080671
-10.0,1,101.080671
-10.0,1,101.080671
10.0,1,101.080671
-10.0,1,101.096356
10.0,1,101.096356
3.0,1,101.107469
-10.0,1,101.107469
3.0,1,101.112016
3.0,1,101.112016
3.0,1,101.112016
3.0,1,101.127824
-10.0,1,101.127824
10.0,1,101.127824
3.0,1,101.127824
3.0,1,101.143654
10.0,1,101.143654
-10.0,1,101.143654
10.0,1,101.159398
-10.0,1,101.159398
-10.0,1,101.159398
10.0,1,101.159398
3.0,1,101.159398
3.0,1,101.175405
10.0,1,101.175405
10.0,1,101.175405
3.0,1,101.191149
10.0,1,101.191149
-10.0,1,101.191149
3.0,1,101.191149
-10.0,1,101.207408
3.0,1,101.207408
10.0,1,101.207408
10.0,1,101.207408
3.0,1,101.22289
3.0,1,101.227892
-10.0,1,101.227892
-10.0,1,101.227892
-10.0,1,101.238901
-10.0,1,101.238901
3.0,1,101.238901
-10.0,1,101.238901
3.0,1,101.254931
-10.0,1,101.254931
10.0,1,101.254931
-10.0,1,101.270698
-10.0,1,101.270698
-10.0,1,101.270698
-10.0,1,101.286626
3.0,1,101.286626
10.0,1,101.295401
10.0,1,101.295401
-10.0,1,101.302427
10.0,1,101.307258
-10.0,1,101.307258
10.0,1,101.307258
3.0,1,101.318489
3.0,1,101.318489
-10.0,1,101.318489
-10.0,1,101.318489
10.0,1,101.334269
10.0,1,101.334269
-10.0,1,101.334269
3.0,1,101.334269
3.0,1,101.3501
3.0,1,101.3501
10.0,1,101.3501
10.0,1,101.366208
3.0,1,101.366208
3.0,1,101.366208
10.0,1,101.382138
3.0,1,101.382138
3.0,1,101.382138
10.0,1,101.382138
-10.0,1,101.397773
-10.0,1,101.397773
3.0,1,101.397773
-10.0,1,101.397773
-10.0,1,101.413584
-10.0,1,101.413584
3.0,1,101.413584
-10.0,1,101.413584
10.0,1,101.429695
10.0,1,101.429695
-10.0,1,101.429695
-10.0,1,101.429695
-10.0,1,101.44547
3.0,1,101.44547
10.0,1,101.44547
3.0,1,101.44547
3.0,1,101.462598
10.0,1,101.462598
3.0,1,101.462598
3.0,1,101.462598
-10.0,1,101.478062
3.0,1,101.478062
10.0,1,101.478062
3.0,1,101.478062
3.0,1,101.493078
3.0,1,101.493078
3.0,1,101.493078
3.0,1,101.507525
-10.0,1,101.513048
-10.0,1,101.513048
-10.0,1,101.513048
-10.0,1,101.513048
3.0,1,101.525111
3.0,1,101.525111
10.0,1,101.525111
-10.0,1,101.540814
-10.0,1,101.540814
10.0,1,101.540814
3.0,1,101.540814
3.0,1,101.556913
-10.0,1,101.556913
10.0,1,101.556913
10.0,1,101.556913
-10.0,1,101.556913
10.0,1,101.574614
-10.0,1,101.58863
-10.0,1,101.58863
10.0,1,101.58863
10.0,1,101.607805
-10.0,1,101.607805
3.0,1,101.607805
-10.0,1,101.607805
3.0,1,101.620519
-10.0,1,101.620519
10.0,1,101.620519
3.0,1,101.620519
-10.0,1,101.636629
3.0,1,101.636629
3.0,1,101.636629
10.0,1,101.636629
3.0,1,101.652396
-10.0,1,101.652396
10.0,1,101.652396
10.0,1,101.652396
3.0,1,101.672209
3.0,1,101.672209
10.0,1,101.67711
-10.0,1,101.679116
3.0,1,101.692067
10.0,1,101.694076
3.0,1,101.694076
10.0,1,101.694076
-10.0,1,101.700048
-10.0,1,101.708026
-10.0,1,101.708026
-10.0,1,101.708026
3.0,1,101.716045
3.0,1,101.716045
-10.0,1,101.716045
10.0,1,101.716045
3.0,1,101.731817
10.0,1,101.731817
10.0,1,101.731817
3.0,1,101.731817
-10.0,1,101.747662
-10.0,1,101.747662
3.0,1,101.747662
3.0,1,101.747662
-10.0,1,101.763616
-10.0,1,101.763616
-10.0,1,101.763616
-10.0,1,101.763616
-10.0,1,101.779574
-10.0,1,101.779574
-10.0,1,101.779574
3.0,1,101.779574
-10.0,1,101.795408
3.0,1,101.795408
10.0,1,101.80827
3.0,1,101.80827
10.0,1,101.811324
-10.0,1,101.811324
10.0,1,101.811324
3.0,1,101.811324
3.0,1,101.82746
-10.0,1,101.82746
3.0,1,101.82746
3.0,1,101.843238
10.0,1,101.843238
3.0,1,101.843238
-10.0,1,101.843238
3.0,1,101.859295
3.0,1,101.859295
-10.0,1,101.859295
3.0,1,101.859295
3.0,1,101.874987
-10.0,1,101.874987
-10.0,1,101.874987
3.0,1,101.874987
-10.0,1,101.890955
-10.0,1,101.890955
10.0,1,101.890955
-10.0,1,101.890955
10.0,1,101.908226
3.0,1,101.908226
10.0,1,101.908226
-10.0,1,101.923592
3.0,1,101.923592
-10.0,1,101.923592
-10.0,1,101.923592
-10.0,1,101.938342
3.0,1,101.938342
3.0,1,101.938342
-10.0,1,101.938342
10.0,1,101.954199
3.0,1,101.954199
3.0,1,101.960769
3.0,1,101.960769
-10.0,1,101.960769
10.0,1,101.970243
3.0,1,101.970243
-10.0,1,101.970243
10.0,1,101.985982
-10.0,1,101.985982
-10.0,1,101.985982
3.0,1,101.985982
10.0,1,102.001714
3.0,1,102.001714
10.0,1,102.008279
3.0,1,102.008279
3.0,1,102.01762
3.0,1,102.022359
-10.0,1,102.022359
3.0,1,102.033375
10.0,1,102.033375
3.0,1,102.033375
10.0,1,102.049153
3.0,1,102.049153
3.0,1,102.049153
3.0,1,102.049153
-10.0,1,102.064919
-10.0,1,102.067113
-10.0,1,102.069116
10.0,1,102.071118
10.0,1,102.080804
3.0,1,102.080804
10.0,1,102.080804
3.0,1,102.080804
10.0,1,102.096564
10.0,1,102.096564
-10.0,1,102.096564
-10.0,1,102.096564
10.0,1,102.112655
-10.0,1,102.112655
-10.0,1,102.112655
10.0,1,102.112655
10.0,1,102.128381
3.0,1,102.128381
3.0,1,102.128381
-10.0,1,102.128381
-10.0,1,102.144044
10.0,1,102.144044
3.0,1,102.144044
3.0,1,102.144044
3.0,1,102.161002
-10.0,1,102.161002
-10.0,1,102.161002
-10.0,1,102.161002
10.0,1,102.175433
10.0,1,102.175433
10.0,1,102.175433
3.0,1,102.175433
10.0,1,102.191172
3.0,1,102.191172
-10.0,1,102.191172
-10.0,1,102.191172
10.0,1,102.207277
-10.0,1,102.208783
-10.0,1,102.208783
-10.0,1,102.208783
3.0,1,102.208783
10.0,1,102.223307
10.0,1,102.223307
3.0,1,102.223307
3.0,1,102.223307
-10.0,1,102.244476
3.0,1,102.244476
3.0,1,102.244476
-10.0,1,102.255277
3.0,1,102.255277
10.0,1,102.255277
-10.0,1,102.255277
10.0,1,102.271175
-10.0,1,102.271175
-10.0,1,102.271175
3.0,1,102.271175
3.0,1,102.286961
3.0,1,102.286961
3.0,1,102.286961
3.0,1,102.303095
3.0,1,102.308865
-10.0,1,102.308865
3.0,1,102.308865
10.0,1,102.308865
-10.0,1,102.320126
10.0,1,102.320126
3.0,1,102.320126
10.0,1,102.320126
-10.0,1,102.335141
-10.0,1,102.335141
3.0,1,102.335141
3.0,1,102.335141
10.0,1,102.35089
-10.0,1,102.35089
3.0,1,102.35089
3.0,1,102.35089
-10.0,1,102.367015
10.0,1,102.367015
3.0,1,102.367015
3.0,1,102.367015
3.0,1,102.383088
10.0,1,102.383088
-10.0,1,102.383088
3.0,1,102.383088
3.0,1,102.398908
-10.0,1,102.398908
10.0,1,102.398908
10.0,1,102.398908
10.0,1,102.414552
3.0,1,102.414552
3.0,1,102.414552
3.0,1,102.414552
3.0,1,102.414552
10.0,1,102.430466
-10.0,1,102.430466
-10.0,1,102.430466
-10.0,1,102.446116
3.0,1,102.446116
3.0,1,102.446116
-10.0,1,102.446116
3.0,1,102.456404
3.0,1,102.461943
-10.0,1,102.461943
10.0,1,102.461943
3.0,1,102.477672
-10.0,1,102.477672
10.0,1,102.477672
10.0,1,102.477672
3.0,1,102.493514
-10.0,1,102.493514
-10.0,1,102.493514
-10.0,1,102.493514
10.0,1,102.508912
10.0,1,102.508912
3.0,1,102.508912
10.0,1,102.508912
10.0,1,102.527484
-10.0,1,102.531494
3.0,1,102.533499
3.0,1,102.53751
3.0,1,102.543958
10.0,1,102.543958
3.0,1,102.543958
10.0,1,102.543958
3.0,1,102.556761
3.0,1,102.556761
-10.0,1,102.556761
-10.0,1,102.556761
-10.0,1,102.572881
3.0,1,102.572881
3.0,1,102.572881
10.0,1,102.588606
3.0,1,102.588606
3.0,1,102.588606
-10.0,1,102.588606
10.0,1,102.588606
-10.0,1,102.611078
10.0,1,102.615508
10.0,1,102.615508
3.0,1,102.615508
3.0,1,102.635732
3.0,1,102.635732
10.0,1,102.635732
-10.0,1,102.635732
-10.0,1,102.651861
-10.0,1,102.651861
10.0,1,102.651861
3.0,1,102.651861
-10.0,1,102.667616
-10.0,1,102.667616
-10.0,1,102.667616
3.0,1,102.667616
10.0,1,102.687996
-10.0,1,102.687996
10.0,1,102.687996
-10.0,1,102.687996
10.0,1,102.702714
10.0,1,102.702714
10.0,1,102.709231
10.0,1,102.709231
10.0,1,102.715259
10.0,1,102.715259
3.0,1,102.715259
-10.0,1,102.715259
-10.0,1,102.730959
10.0,1,102.730959
-10.0,1,102.730959
3.0,1,102.730959
10.0,1,102.74672
3.0,1,102.74672
-10.0,1,102.74672
-10.0,1,102.74672
3.0,1,102.762374
10.0,1,102.762374
-10.0,1,102.762374
3.0,1,102.762374
-10.0,1,102.778225
3.0,1,102.778225
-10.0,1,102.778225
-10.0,1,102.778225
10.0,1,102.794019
-10.0,1,102.794019
-10.0,1,102.794019
3.0,1,102.794019
-10.0,1,102.810315
3.0,1,102.810315
10.0,1,102.810315
3.0,1,102.810315
-10.0,1,102.824864
10.0,1,102.824864
10.0,1,102.824864
10.0,1,102.824864
10.0,1,102.8406
3.0,1,102.8406
3.0,1,102.8406
10.0,1,102.8406
3.0,1,102.856375
10.0,1,102.856375
3.0,1,102.856375
10.0,1,102.856375
3.0,1,102.872093
3.0,1,102.872093
3.0,1,102.872093
-10.0,1,102.872093
3.0,1,102.891488
-10.0,1,102.891488
3.0,1,102.891488
-10.0,1,102.891488
10.0,1,102.90947
10.0,1,102.913485
10.0,1,102.915492
10.0,1,102.917496
10.0,1,102.919243
-10.0,1,102.919243
-10.0,1,102.919243
10.0,1,102.919243
-10.0,1,102.936703
-10.0,1,102.943031
-10.0,1,102.945037
3.0,1,102.945037
-10.0,1,102.950944
3.0,1,102.950944
-10.0,1,102.950944
-10.0,1,102.950944
10.0,1,102.968122
3.0,1,102.968122
10.0,1,102.968122
10.0,1,102.968122
10.0,1,102.983134
-10.0,1,102.983134
10.0,1,102.983134
3.0,1,102.983134
-10.0,1,102.998874
-10.0,1,102.998874
3.0,1,102.998874
-10.0,1,102.998874
10.0,1,103.014828
10.0,1,103.019515
3.0,1,103.019515
-10.0,1,103.019515
10.0,1,103.030677
-10.0,1,103.030677
3.0,1,103.030677
10.0,1,103.030677
10.0,1,103.046403
-10.0,1,103.046403
10.0,1,103.046403
-10.0,1,103.046403
-10.0,1,103.06229
-10.0,1,103.06229
10.0,1,103.06229
3.0,1,103.06229
10.0,1,103.078014
-10.0,1,103.082027
10.0,1,103.084032
3.0,1,103.086037
-10.0,1,103.093801
10.0,1,103.093801
-10.0,1,103.093801
3.0,1,103.093801
10.0,1,103.109524
10.0,1,103.109524
-10.0,1,103.109524
10.0,1,103.109524
3.0,1,103.125567
3.0,1,103.125567
3.0,1,103.125567
3.0,1,103.125567
3.0,1,103.141301
-10.0,1,103.141301
3.0,1,103.141301
-10.0,1,103.141301
3.0,1,103.157355
10.0,1,103.157355
10.0,1,103.157355
10.0,1,103.157355
-10.0,1,103.175267
10.0,1,103.175267
3.0,1,103.175267
10.0,1,103.175267
10.0,1,103.189283
10.0,1,103.189283
3.0,1,103.189283
3.0,1,103.189283
10.0,1,103.209644
10.0,1,103.209644
10.0,1,103.209644
10.0,1,103.215637
10.0,1,103.221148
-10.0,1,103.221148
-10.0,1,103.221148
3.0,1,103.221148
-10.0,1,103.236958
-10.0,1,103.236958
3.0,1,103.236958
-10.0,1,103.236958
3.0,1,103.254027
-10.0,1,103.254027
3.0,1,103.254027
3.0,1,103.254027
-10.0,1,103.268443
3.0,1,103.268443
10.0,1,103.268443
3.0,1,103.268443
-10.0,1,103.284563
-10.0,1,103.284563
-10.0,1,103.284563
10.0,1,103.284563
3.0,1,103.300321
10.0,1,103.300321
3.0,1,103.300321
10.0,1,103.300321
10.0,1,103.316078
3.0,1,103.316078
3.0,1,103.316078
3.0,1,103.316078
3.0,1,103.332158
3.0,1,103.332158
10.0,1,103.332158
3.0,1,103.332158
-10.0,1,103.352435
-10.0,1,103.356447
3.0,1,103.360468
-10.0,1,103.362473
10.0,1,103.366271
3.0,1,103.366271
3.0,1,103.366271
-10.0,1,103.366271
10.0,1,103.379791
10.0,1,103.379791
-10.0,1,103.379791
-10.0,1,103.379791
3.0,1,103.397066
10.0,1,103.397066
3.0,1,103.397066
-10.0,1,103.397066
3.0,1,103.412916
3.0,1,103.412916
3.0,1,103.412916
3.0,1,103.427581
3.0,1,103.432986
3.0,1,103.432986
-10.0,1,103.432986
10.0,1,103.432986
-10.0,1,103.444517
3.0,1,103.444517
10.0,1,103.444517
3.0,1,103.459328
10.0,1,103.459328
-10.0,1,103.47502
-10.0,1,103.47502
3.0,1,103.47502
10.0,1,103.47502
-10.0,1,103.490852
3.0,1,103.490852
3.0,1,103.490852
3.0,1,103.490852
3.0,1,103.490852
10.0,1,103.50693
10.0,1,103.51029
3.0,1,103.515015
-10.0,1,103.515015
3.0,1,103.515015
10.0,1,103.522681
-10.0,1,103.522681
10.0,1,103.522681
3.0,1,103.538728
-10.0,1,103.541751
10.0,1,103.541751
10.0,1,103.541751
3.0,1,103.554511
3.0,1,103.554511
10.0,1,103.554511
3.0,1,103.554511
10.0,1,103.570406
10.0,1,103.578892
10.0,1,103.587469
-10.0,1,103.587469
-10.0,1,103.587469
10.0,1,103.587469
10.0,1,103.587469
10.0,1,103.603258
10.0,1,103.603258
-10.0,1,103.603258
3.0,1,103.617744
3.0,1,103.617744
-10.0,1,103.617744
-10.0,1,103.617744
3.0,1,103.633805
10.0,1,103.633805
10.0,1,103.633805
10.0,1,103.633805
3.0,1,103.649541
3.0,1,103.649541
10.0,1,103.649541
-10.0,1,103.649541
-10.0,1,103.649541
-10.0,1,103.665266
-10.0,1,103.665266
10.0,1,103.665266
10.0,1,103.665266
3.0,1,103.685307
10.0,1,103.685307
-10.0,1,103.688162
-10.0,1,103.698219
3.0,1,103.698219
10.0,1,103.698219
10.0,1,103.698219
-10.0,1,103.713254
10.0,1,103.713254
3.0,1,103.713254
10.0,1,103.713254
10.0,1,103.729053
-10.0,1,103.729053
10.0,1,103.729053
3.0,1,103.729053
10.0,1,103.729053
3.0,1,103.744809
-10.0,1,103.744809
3.0,1,103.744809
10.0,1,103.763367
-10.0,1,103.765373
3.0,1,103.767378
-10.0,1,103.771388
10.0,1,103.776749
3.0,1,103.776749
-10.0,1,103.776749
10.0,1,103.776749
-10.0,1,103.793561
-10.0,1,103.797621
-10.0,1,103.801631
10.0,1,103.803638
3.0,1,103.810126
10.0,1,103.810126
10.0,1,103.810126
3.0,1,103.810126
3.0,1,103.825263
-10.0,1,103.825263
3.0,1,103.825263
10.0,1,103.825263
3.0,1,103.839847
3.0,1,103.839847
3.0,1,103.839847
10.0,1,103.839847
3.0,1,103.85598
10.0,1,103.85598
3.0,1,103.85598
3.0,1,103.871672
-10.0,1,103.871672
-10.0,1,103.871672
-10.0,1,103.871672
-10.0,1,103.887394
10.0,1,103.887394
3.0,1,103.887394
3.0,1,103.903417
3.0,1,103.903417
3.0,1,103.910379
-10.0,1,103.919403
-10.0,1,103.919403
10.0,1,103.919403
10.0,1,103.930494
10.0,1,103.935169
10.0,1,103.935169
-10.0,1,103.935169
3.0,1,103.94683
3.0,1,103.950867
10.0,1,103.950867
3.0,1,103.950867
-10.0,1,103.966536
-10.0,1,103.966536
-10.0,1,103.966536
-10.0,1,103.966536
-10.0,1,103.966536
3.0,1,103.982288
3.0,1,103.986158
3.0,1,103.986158
3.0,1,103.988485
10.0,1,103.998078
-10.0,1,103.998078
3.0,1,103.998078
3.0,1,104.015244
10.0,1,104.015244
-10.0,1,104.015244
10.0,1,104.015244
10.0,1,104.029985
-10.0,1,104.029985
-10.0,1,104.029985
3.0,1,104.029985
10.0,1,104.045841
-10.0,1,104.045841
-10.0,1,104.045841
-10.0,1,104.045841
-10.0,1,104.06161
10.0,1,104.06161
10.0,1,104.06161
3.0,1,104.06161
3.0,1,104.07765
3.0,1,104.07765
3.0,1,104.07765
3.0,1,104.07765
10.0,1,104.093646
-10.0,1,104.093646
3.0,1,104.093646
10.0,1,104.093646
