#{"t_start": 1781094110.7139392, "env_id": "None"}
r,l,t
10.0,1,12.220955
-10.0,1,12.221959
-10.0,1,12.221959
-10.0,1,12.232278
-10.0,1,12.234854
10.0,1,12.236885
-10.0,1,12.243475
-10.0,1,12.243475
10.0,1,12.243475
-10.0,1,12.243475
-10.0,1,12.252812
10.0,1,12.252812
10.0,1,12.252812
10.0,1,12.252812
-10.0,1,12.265325
-10.0,1,12.265325
-10.0,1,12.267331
-10.0,1,12.268835
-10.0,1,12.277723
-10.0,1,12.277723
-10.0,1,12.279576
-10.0,1,12.279576
-10.0,1,12.288174
-10.0,1,12.288174
-10.0,1,12.288174
-10.0,1,12.288174
-10.0,1,12.29672
-10.0,1,12.29672
-10.0,1,12.300398
-10.0,1,12.300398
-10.0,1,12.307599
-10.0,1,12.307599
-10.0,1,12.309603
-10.0,1,12.311608
-10.0,1,12.318364
-10.0,1,12.318364
-10.0,1,12.318364
-10.0,1,12.32237
-10.0,1,12.329691
-10.0,1,12.329691
-10.0,1,12.332199
10.0,1,12.332199
-10.0,1,12.340076
-10.0,1,12.342082
3.0,1,12.344087
-10.0,1,12.344087
-10.0,1,12.351514
10.0,1,12.353791
-10.0,1,12.353791
-10.0,1,12.353791
-10.0,1,12.360261
-10.0,1,12.363871
-10.0,1,12.364966
-10.0,1,12.364966
-10.0,1,12.364966
-10.0,1,12.364966
-10.0,1,12.364966
-10.0,1,12.364966
-10.0,1,12.384483
-10.0,1,12.386488
-10.0,1,12.386488
10.0,1,12.388493
-10.0,1,12.394317
-10.0,1,12.395822
-10.0,1,12.395822
-10.0,1,12.397828
-10.0,1,12.516184
10.0,1,12.516184
-10.0,1,12.518188
-10.0,1,12.520193
-10.0,1,12.526867
-10.0,1,12.527933
-10.0,1,12.527933
-10.0,1,12.527933
-10.0,1,12.536052
-10.0,1,12.537558
-10.0,1,12.539304
-10.0,1,12.539304
-10.0,1,12.545602
-10.0,1,12.546662
-10.0,1,12.546662
-10.0,1,12.546662
-10.0,1,12.55508
-10.0,1,12.556759
-10.0,1,12.556759
-10.0,1,12.556759
-10.0,1,12.567953
-10.0,1,12.568974
10.0,1,12.57072
-10.0,1,12.571781
10.0,1,12.577468
-10.0,1,12.579473
-10.0,1,12.579473
-10.0,1,12.581478
-10.0,1,12.588767
10.0,1,12.590772
-10.0,1,12.590772
-10.0,1,12.592777
-10.0,1,12.598018
-10.0,1,12.600191
-10.0,1,12.600191
-10.0,1,12.602197
-10.0,1,12.609715
-10.0,1,12.609715
-10.0,1,12.609715
-10.0,1,12.609715
10.0,1,12.623464
-10.0,1,12.623464
10.0,1,12.626487
10.0,1,12.626487
10.0,1,12.633982
-10.0,1,12.633982
10.0,1,12.63785
-10.0,1,12.63785
-10.0,1,12.646363
-10.0,1,12.649684
-10.0,1,12.649684
-10.0,1,12.649684
-10.0,1,12.658079
3.0,1,12.659247
-10.0,1,12.659247
-10.0,1,12.659247
-10.0,1,12.668408
-10.0,1,12.669434
-10.0,1,12.669434
-10.0,1,12.669434
-10.0,1,12.679902
-10.0,1,12.680906
-10.0,1,12.681948
10.0,1,12.681948
-10.0,1,12.688132
-10.0,1,12.688132
-10.0,1,12.688132
-10.0,1,12.688132
-10.0,1,12.699651
-10.0,1,12.701154
-10.0,1,12.703212
-10.0,1,12.703212
-10.0,1,12.709513
-10.0,1,12.710794
-10.0,1,12.710794
-10.0,1,12.71364
-10.0,1,12.715692
-10.0,1,12.715692
-10.0,1,12.715692
-10.0,1,12.715692
-10.0,1,12.729784
10.0,1,12.73386
-10.0,1,12.73386
-10.0,1,12.735865
-10.0,1,12.742089
10.0,1,12.744094
-10.0,1,12.744094
-10.0,1,12.744094
10.0,1,12.756063
-10.0,1,12.756063
-10.0,1,12.758067
-10.0,1,12.759814
-10.0,1,12.765753
-10.0,1,12.766897
-10.0,1,12.766897
-10.0,1,12.770029
10.0,1,12.77632
10.0,1,12.77632
10.0,1,12.779778
-10.0,1,12.781732
-10.0,1,12.785499
3.0,1,12.785499
-10.0,1,12.790907
-10.0,1,12.790907
10.0,1,12.790907
-10.0,1,12.790907
-10.0,1,12.790907
-10.0,1,12.790907
-10.0,1,12.809171
-10.0,1,12.810629
-10.0,1,12.810629
-10.0,1,12.810629
-10.0,1,12.81958
-10.0,1,12.820619
-10.0,1,12.822365
-10.0,1,12.823483
-10.0,1,12.829629
-10.0,1,12.829629
10.0,1,12.829629
-10.0,1,12.829629
-10.0,1,12.842671
-10.0,1,12.843749
-10.0,1,12.843749
3.0,1,12.847037
-10.0,1,12.852744
-10.0,1,12.855317
-10.0,1,12.855317
-10.0,1,12.855317
-10.0,1,12.855317
3.0,1,12.855317
-10.0,1,12.855317
10.0,1,12.855317
-10.0,1,12.875329
-10.0,1,12.875329
-10.0,1,12.877334
10.0,1,12.877334
-10.0,1,12.884474
-10.0,1,12.884474
10.0,1,12.887984
-10.0,1,12.887984
-10.0,1,12.894937
-10.0,1,12.896
-10.0,1,12.89796
-10.0,1,12.89796
-10.0,1,12.904634
-10.0,1,12.905977
-10.0,1,12.905977
-10.0,1,12.905977
10.0,1,12.91574
10.0,1,12.917753
-10.0,1,12.917753
-10.0,1,12.917753
-10.0,1,12.917753
-10.0,1,12.917753
-10.0,1,12.917753
-10.0,1,12.917753
-10.0,1,12.938394
-10.0,1,12.940211
-10.0,1,12.940211
-10.0,1,12.940211
-10.0,1,12.949401
-10.0,1,12.949401
-10.0,1,12.949401
-10.0,1,12.949401
-10.0,1,12.963677
-10.0,1,12.965423
-10.0,1,12.967428
10.0,1,12.969433
-10.0,1,12.969433
-10.0,1,12.969433
-10.0,1,12.969433
-10.0,1,12.969433
-10.0,1,12.981504
-10.0,1,12.986582
-10.0,1,12.986582
-10.0,1,12.986582
-10.0,1,12.994376
-10.0,1,12.99561
-10.0,1,12.997357
-10.0,1,12.998467
-10.0,1,13.005032
-10.0,1,13.005032
-10.0,1,13.007037
-10.0,1,13.007037
-10.0,1,13.013442
-10.0,1,13.013442
10.0,1,13.013442
-10.0,1,13.013442
10.0,1,13.026393
-10.0,1,13.026393
-10.0,1,13.026393
10.0,1,13.030485
-10.0,1,13.036309
-10.0,1,13.038683
-10.0,1,13.038683
-10.0,1,13.038683
-10.0,1,13.045346
-10.0,1,13.047752
-10.0,1,13.047752
10.0,1,13.047752
-10.0,1,13.056259
-10.0,1,13.056259
-10.0,1,13.056259
-10.0,1,13.056259
-10.0,1,13.068972
10.0,1,13.070096
10.0,1,13.070096
-10.0,1,13.070096
-10.0,1,13.081602
-10.0,1,13.081602
-10.0,1,13.083607
-10.0,1,13.083607
-10.0,1,13.090262
-10.0,1,13.092267
10.0,1,13.094273
-10.0,1,13.094273
-10.0,1,13.100538
-10.0,1,13.100538
10.0,1,13.100538
-10.0,1,13.100538
-10.0,1,13.112577
-10.0,1,13.112577
10.0,1,13.112577
-10.0,1,13.112577
-10.0,1,13.123692
3.0,1,13.123692
-10.0,1,13.123692
-10.0,1,13.123692
10.0,1,13.13453
-10.0,1,13.13453
-10.0,1,13.136536
-10.0,1,13.136536
-10.0,1,13.143715
-10.0,1,13.144734
-10.0,1,13.144734
3.0,1,13.144734
-10.0,1,13.153628
10.0,1,13.155651
-10.0,1,13.156821
-10.0,1,13.156821
10.0,1,13.165601
10.0,1,13.168235
-10.0,1,13.168235
-10.0,1,13.168235
-10.0,1,13.179999
-10.0,1,13.179999
-10.0,1,13.179999
-10.0,1,13.179999
-10.0,1,13.187512
10.0,1,13.187512
-10.0,1,13.187512
-10.0,1,13.187512
-10.0,1,13.199714
-10.0,1,13.199714
-10.0,1,13.199714
-10.0,1,13.20325
-10.0,1,13.210668
-10.0,1,13.210668
-10.0,1,13.213505
3.0,1,13.214931
10.0,1,13.220866
-10.0,1,13.220866
-10.0,1,13.220866
-10.0,1,13.220866
-10.0,1,13.232576
10.0,1,13.232576
10.0,1,13.235103
-10.0,1,13.235103
-10.0,1,13.243015
-10.0,1,13.244082
-10.0,1,13.244082
-10.0,1,13.244082
10.0,1,13.254399
-10.0,1,13.254399
-10.0,1,13.254399
10.0,1,13.258409
-10.0,1,13.265624
-10.0,1,13.266628
-10.0,1,13.267688
-10.0,1,13.267688
-10.0,1,13.274967
10.0,1,13.274967
-10.0,1,13.274967
10.0,1,13.274967
-10.0,1,13.290124
-10.0,1,13.290124
-10.0,1,13.29213
-10.0,1,13.294135
-10.0,1,13.301965
10.0,1,13.30304
-10.0,1,13.30468
-10.0,1,13.30468
10.0,1,13.316151
-10.0,1,13.318157
10.0,1,13.318157
-10.0,1,13.320162
-10.0,1,13.327281
10.0,1,13.330345
-10.0,1,13.330345
10.0,1,13.330345
-10.0,1,13.338878
-10.0,1,13.340486
-10.0,1,13.340486
-10.0,1,13.340486
-10.0,1,13.348597
10.0,1,13.349669
-10.0,1,13.349669
-10.0,1,13.349669
-10.0,1,13.359329
10.0,1,13.361975
-10.0,1,13.361975
10.0,1,13.364653
-10.0,1,13.370992
-10.0,1,13.370992
-10.0,1,13.370992
-10.0,1,13.370992
-10.0,1,13.382345
10.0,1,13.382345
-10.0,1,13.382345
10.0,1,13.382345
-10.0,1,13.393951
-10.0,1,13.393951
3.0,1,13.393951
10.0,1,13.393951
-10.0,1,13.409326
-10.0,1,13.410586
-10.0,1,13.412591
-10.0,1,13.412591
3.0,1,13.420087
-10.0,1,13.420087
-10.0,1,13.420087
10.0,1,13.425368
-10.0,1,13.43073
-10.0,1,13.43224
3.0,1,13.43224
-10.0,1,13.43224
-10.0,1,13.441346
-10.0,1,13.441346
-10.0,1,13.441346
-10.0,1,13.444558
-10.0,1,13.452409
-10.0,1,13.452409
-10.0,1,13.455326
-10.0,1,13.457078
-10.0,1,13.463012
-10.0,1,13.463012
-10.0,1,13.465017
-10.0,1,13.465017
-10.0,1,13.467021
10.0,1,13.4728
-10.0,1,13.474853
-10.0,1,13.474853
-10.0,1,13.481854
-10.0,1,13.484115
-10.0,1,13.484115
10.0,1,13.487482
-10.0,1,13.493298
-10.0,1,13.493298
-10.0,1,13.493298
-10.0,1,13.493298
-10.0,1,13.507973
-10.0,1,13.507973
-10.0,1,13.507973
-10.0,1,13.507973
-10.0,1,13.51906
-10.0,1,13.52008
-10.0,1,13.52008
-10.0,1,13.52008
-10.0,1,13.52709
-10.0,1,13.529472
-10.0,1,13.529472
-10.0,1,13.529472
-10.0,1,13.538687
10.0,1,13.538687
10.0,1,13.538687
-10.0,1,13.538687
-10.0,1,13.550419
-10.0,1,13.551516
-10.0,1,13.552657
10.0,1,13.552657
-10.0,1,13.560731
-10.0,1,13.560731
-10.0,1,13.560731
-10.0,1,13.560731
10.0,1,13.572814
-10.0,1,13.572814
10.0,1,13.574818
-10.0,1,13.576823
-10.0,1,13.583097
-10.0,1,13.5851
10.0,1,13.5851
-10.0,1,13.587102
10.0,1,13.59511
-10.0,1,13.59511
-10.0,1,13.59511
-10.0,1,13.599104
-10.0,1,13.60512
-10.0,1,13.60512
-10.0,1,13.607125
-10.0,1,13.60913
-10.0,1,13.61605
-10.0,1,13.61605
10.0,1,13.61605
-10.0,1,13.61605
10.0,1,13.63054
-10.0,1,13.631591
-10.0,1,13.631591
10.0,1,13.636359
-10.0,1,13.642295
-10.0,1,13.6443
-10.0,1,13.6443
-10.0,1,13.646305
-10.0,1,13.654498
-10.0,1,13.654498
10.0,1,13.654498
-10.0,1,13.654498
-10.0,1,13.66147
10.0,1,13.66147
-10.0,1,13.66147
-10.0,1,13.66147
-10.0,1,13.677311
3.0,1,13.678423
-10.0,1,13.678423
-10.0,1,13.678423
-10.0,1,13.685
-10.0,1,13.687049
-10.0,1,13.687049
10.0,1,13.691049
-10.0,1,13.697041
-10.0,1,13.697041
-10.0,1,13.699047
10.0,1,13.701052
-10.0,1,13.707015
10.0,1,13.709047
-10.0,1,13.709047
10.0,1,13.709047
-10.0,1,13.722528
-10.0,1,13.723655
10.0,1,13.726259
-10.0,1,13.726259
3.0,1,13.738928
-10.0,1,13.738928
-10.0,1,13.740933
10.0,1,13.742939
-10.0,1,13.746209
10.0,1,13.746209
-10.0,1,13.746209
-10.0,1,13.746209
-10.0,1,13.759686
10.0,1,13.76169
-10.0,1,13.763703
-10.0,1,13.765708
-10.0,1,13.770817
-10.0,1,13.772562
-10.0,1,13.772562
-10.0,1,13.772562
-10.0,1,13.77998
-10.0,1,13.77998
10.0,1,13.77998
-10.0,1,13.77998
-10.0,1,13.791719
-10.0,1,13.791719
10.0,1,13.795729
-10.0,1,13.795729
-10.0,1,13.797734
-10.0,1,13.804414
10.0,1,13.808169
-10.0,1,13.808169
-10.0,1,13.814816
-10.0,1,13.814816
-10.0,1,13.817656
-10.0,1,13.817656
10.0,1,13.825168
-10.0,1,13.826185
-10.0,1,13.826185
-10.0,1,13.826185
10.0,1,13.839222
-10.0,1,13.839222
-10.0,1,13.839222
10.0,1,13.839222
-10.0,1,13.839222
-10.0,1,13.851607
-10.0,1,13.851607
-10.0,1,13.851607
-10.0,1,13.861242
-10.0,1,13.861242
-10.0,1,13.863247
10.0,1,13.865252
-10.0,1,13.867256
-10.0,1,13.872343
-10.0,1,13.872343
-10.0,1,13.872343
-10.0,1,13.881305
-10.0,1,13.88305
10.0,1,13.884287
-10.0,1,13.884287
-10.0,1,13.892011
-10.0,1,13.893833
10.0,1,13.896715
-10.0,1,13.896715
-10.0,1,13.903426
-10.0,1,13.904492
-10.0,1,13.904492
10.0,1,13.904492
10.0,1,13.914748
10.0,1,13.915935
-10.0,1,13.915935
-10.0,1,13.915935
-10.0,1,13.915935
10.0,1,13.915935
-10.0,1,13.915935
-10.0,1,13.930781
-10.0,1,13.938486
-10.0,1,13.939494
-10.0,1,13.939494
-10.0,1,13.939494
10.0,1,13.950916
-10.0,1,13.952921
-10.0,1,13.954925
-10.0,1,13.954925
-10.0,1,13.962394
-10.0,1,13.9629
-10.0,1,13.9629
-10.0,1,13.966082
10.0,1,13.972753
3.0,1,13.972753
-10.0,1,13.972753
-10.0,1,13.972753
-10.0,1,13.98345
-10.0,1,13.98345
-10.0,1,13.985455
-10.0,1,13.98746
-10.0,1,13.993691
10.0,1,13.995696
-10.0,1,13.995696
-10.0,1,13.997701
-10.0,1,13.997701
-10.0,1,14.004701
-10.0,1,14.004701
-10.0,1,14.004701
-10.0,1,14.013883
10.0,1,14.013883
-10.0,1,14.013883
-10.0,1,14.013883
10.0,1,14.025681
10.0,1,14.028789
-10.0,1,14.030921
-10.0,1,14.030921
-10.0,1,14.039325
-10.0,1,14.039325
-10.0,1,14.041332
-10.0,1,14.041332
-10.0,1,14.041332
-10.0,1,14.050569
10.0,1,14.050569
-10.0,1,14.050569
-10.0,1,14.063675
-10.0,1,14.064737
10.0,1,14.064737
-10.0,1,14.068599
-10.0,1,14.073514
-10.0,1,14.075805
10.0,1,14.075805
-10.0,1,14.075805
-10.0,1,14.085171
-10.0,1,14.085171
10.0,1,14.089592
-10.0,1,14.090599
-10.0,1,14.096943
-10.0,1,14.098948
-10.0,1,14.098948
-10.0,1,14.100953
-10.0,1,14.108001
-10.0,1,14.108001
-10.0,1,14.110006
10.0,1,14.112011
-10.0,1,14.118437
-10.0,1,14.118437
-10.0,1,14.121451
-10.0,1,14.121451
10.0,1,14.129879
10.0,1,14.131888
-10.0,1,14.131888
-10.0,1,14.133896
10.0,1,14.14091
-10.0,1,14.142915
10.0,1,14.142915
-10.0,1,14.14492
10.0,1,14.151582
-10.0,1,14.153331
-10.0,1,14.154422
-10.0,1,14.154422
-10.0,1,14.163071
10.0,1,14.165826
-10.0,1,14.165826
-10.0,1,14.165826
-10.0,1,14.178321
-10.0,1,14.180326
-10.0,1,14.180326
-10.0,1,14.182333
-10.0,1,14.189879
-10.0,1,14.189879
-10.0,1,14.189879
-10.0,1,14.189879
3.0,1,14.201283
-10.0,1,14.203289
-10.0,1,14.205294
-10.0,1,14.205294
-10.0,1,14.212731
10.0,1,14.213878
-10.0,1,14.215882
-10.0,1,14.217386
10.0,1,14.222378
-10.0,1,14.222378
10.0,1,14.222378
-10.0,1,14.222378
-10.0,1,14.234442
10.0,1,14.234442
-10.0,1,14.234442
10.0,1,14.234442
10.0,1,14.239457
-10.0,1,14.239457
10.0,1,14.249283
10.0,1,14.249283
-10.0,1,14.258887
-10.0,1,14.258887
-10.0,1,14.258887
-10.0,1,14.258887
10.0,1,14.268574
-10.0,1,14.268574
-10.0,1,14.268574
-10.0,1,14.268574
-10.0,1,14.278205
-10.0,1,14.279399
-10.0,1,14.282226
-10.0,1,14.282226
-10.0,1,14.282226
-10.0,1,14.282226
-10.0,1,14.294211
10.0,1,14.294211
-10.0,1,14.302087
-10.0,1,14.303794
-10.0,1,14.303794
10.0,1,14.303794
-10.0,1,14.313819
-10.0,1,14.315427
-10.0,1,14.315427
-10.0,1,14.315427
10.0,1,14.326171
-10.0,1,14.326171
-10.0,1,14.329287
10.0,1,14.331504
-10.0,1,14.336278
-10.0,1,14.338433
-10.0,1,14.339439
-10.0,1,14.339439
-10.0,1,14.343961
10.0,1,14.343961
-10.0,1,14.354044
-10.0,1,14.354044
-10.0,1,14.35984
-10.0,1,14.361953
-10.0,1,14.361953
-10.0,1,14.361953
10.0,1,14.372155
-10.0,1,14.374121
-10.0,1,14.375868
3.0,1,14.376973
-10.0,1,14.385251
10.0,1,14.387256
-10.0,1,14.387256
10.0,1,14.389261
-10.0,1,14.39863
-10.0,1,14.40012
-10.0,1,14.402419
10.0,1,14.403748
-10.0,1,14.409885
-10.0,1,14.412198
-10.0,1,14.412198
-10.0,1,14.412198
10.0,1,14.423282
-10.0,1,14.423282
-10.0,1,14.426153
-10.0,1,14.427497
-10.0,1,14.430012
-10.0,1,14.430012
-10.0,1,14.437616
10.0,1,14.439709
-10.0,1,14.439709
-10.0,1,14.439709
10.0,1,14.439709
-10.0,1,14.439709
-10.0,1,14.457024
-10.0,1,14.458437
-10.0,1,14.460316
-10.0,1,14.460316
-10.0,1,14.467053
-10.0,1,14.469061
-10.0,1,14.469061
-10.0,1,14.469061
-10.0,1,14.477639
-10.0,1,14.478997
10.0,1,14.478997
-10.0,1,14.482229
-10.0,1,14.489217
-10.0,1,14.490574
-10.0,1,14.490574
-10.0,1,14.490574
10.0,1,14.501796
-10.0,1,14.501796
-10.0,1,14.501796
-10.0,1,14.501796
-10.0,1,14.513188
10.0,1,14.51444
-10.0,1,14.516449
-10.0,1,14.516449
-10.0,1,14.524196
-10.0,1,14.524196
10.0,1,14.526201
-10.0,1,14.528206
-10.0,1,14.534658
-10.0,1,14.535737
-10.0,1,14.535737
-10.0,1,14.539747
-10.0,1,14.539747
-10.0,1,14.548388
-10.0,1,14.548388
3.0,1,14.548388
-10.0,1,14.555176
-10.0,1,14.557546
-10.0,1,14.559573
-10.0,1,14.559573
-10.0,1,14.566176
-10.0,1,14.567391
-10.0,1,14.569385
-10.0,1,14.569385
-10.0,1,14.573771
10.0,1,14.573771
10.0,1,14.580087
-10.0,1,14.580087
10.0,1,14.589676
-10.0,1,14.589676
-10.0,1,14.589676
10.0,1,14.589676
-10.0,1,14.60078
10.0,1,14.60078
-10.0,1,14.602785
-10.0,1,14.60479
-10.0,1,14.609155
-10.0,1,14.614053
-10.0,1,14.614053
3.0,1,14.614053
-10.0,1,14.624356
-10.0,1,14.624356
10.0,1,14.628714
-10.0,1,14.628714
-10.0,1,14.635809
-10.0,1,14.636953
-10.0,1,14.636953
-10.0,1,14.639984
-10.0,1,14.646759
-10.0,1,14.648764
-10.0,1,14.648764
10.0,1,14.650769
-10.0,1,14.657224
-10.0,1,14.659228
-10.0,1,14.659228
3.0,1,14.661233
-10.0,1,14.668125
-10.0,1,14.669567
-10.0,1,14.669567
-10.0,1,14.669567
-10.0,1,14.677493
-10.0,1,14.67918
-10.0,1,14.67918
-10.0,1,14.682525
10.0,1,14.689101
-10.0,1,14.690847
-10.0,1,14.691856
-10.0,1,14.691856
-10.0,1,14.699057
-10.0,1,14.700118
-10.0,1,14.700118
-10.0,1,14.700118
-10.0,1,14.708575
-10.0,1,14.709607
-10.0,1,14.709607
-10.0,1,14.709607
-10.0,1,14.718365
-10.0,1,14.720013
-10.0,1,14.720013
3.0,1,14.723021
-10.0,1,14.732121
-10.0,1,14.733141
-10.0,1,14.734998
3.0,1,14.734998
-10.0,1,14.744513
-10.0,1,14.744513
-10.0,1,14.746517
-10.0,1,14.748526
-10.0,1,14.754911
-10.0,1,14.75672
10.0,1,14.75672
-10.0,1,14.75672
10.0,1,14.76725
-10.0,1,14.768306
-10.0,1,14.768306
3.0,1,14.770813
-10.0,1,14.77686
10.0,1,14.777928
-10.0,1,14.779757
-10.0,1,14.781727
-10.0,1,14.789019
-10.0,1,14.790038
-10.0,1,14.790038
-10.0,1,14.793988
-10.0,1,14.79977
-10.0,1,14.800803
10.0,1,14.802249
-10.0,1,14.802249
-10.0,1,14.810563
10.0,1,14.812568
-10.0,1,14.814573
-10.0,1,14.814573
-10.0,1,14.82175
10.0,1,14.82286
-10.0,1,14.82286
-10.0,1,14.82286
-10.0,1,14.832243
-10.0,1,14.83531
-10.0,1,14.83531
-10.0,1,14.83531
-10.0,1,14.84587
-10.0,1,14.847119
-10.0,1,14.847119
-10.0,1,14.847119
-10.0,1,14.857116
-10.0,1,14.857116
-10.0,1,14.857116
-10.0,1,14.857116
-10.0,1,14.865403
-10.0,1,14.866543
-10.0,1,14.866543
-10.0,1,14.866543
-10.0,1,14.87492
-10.0,1,14.875991
-10.0,1,14.877445
-10.0,1,14.877445
-10.0,1,14.885356
-10.0,1,14.885356
-10.0,1,14.885356
10.0,1,14.885356
-10.0,1,14.894799
-10.0,1,14.896805
-10.0,1,14.896805
-10.0,1,14.89881
-10.0,1,14.906289
-10.0,1,14.906289
-10.0,1,14.908294
10.0,1,14.910299
-10.0,1,14.916216
-10.0,1,14.918426
10.0,1,14.918426
-10.0,1,14.918426
-10.0,1,14.92749
-10.0,1,14.928496
10.0,1,14.930502
-10.0,1,14.930502
-10.0,1,14.938063
3.0,1,14.938063
-10.0,1,14.940069
-10.0,1,14.940069
-10.0,1,14.94872
10.0,1,14.950375
-10.0,1,14.953146
-10.0,1,14.953146
-10.0,1,14.962254
-10.0,1,14.962254
10.0,1,14.966264
-10.0,1,14.966264
-10.0,1,14.975146
10.0,1,14.977214
-10.0,1,14.977214
-10.0,1,14.977214
-10.0,1,14.985419
-10.0,1,14.985419
-10.0,1,14.987424
-10.0,1,14.989429
10.0,1,14.996703
-10.0,1,14.996703
-10.0,1,14.996703
10.0,1,14.996703
-10.0,1,15.007889
-10.0,1,15.007889
-10.0,1,15.01096
-10.0,1,15.01096
-10.0,1,15.018864
-10.0,1,15.019882
-10.0,1,15.019882
-10.0,1,15.019882
10.0,1,15.02933
-10.0,1,15.02933
-10.0,1,15.031927
-10.0,1,15.031927
-10.0,1,15.039985
-10.0,1,15.040989
3.0,1,15.040989
-10.0,1,15.040989
-10.0,1,15.049772
-10.0,1,15.051777
-10.0,1,15.053782
10.0,1,15.055287
-10.0,1,15.064345
-10.0,1,15.066465
-10.0,1,15.066465
-10.0,1,15.066465
-10.0,1,15.07441
-10.0,1,15.075477
-10.0,1,15.075477
-10.0,1,15.079016
-10.0,1,15.085433
-10.0,1,15.086938
-10.0,1,15.088944
-10.0,1,15.090949
-10.0,1,15.096671
-10.0,1,15.096671
-10.0,1,15.098676
-10.0,1,15.098676
-10.0,1,15.106989
-10.0,1,15.106989
-10.0,1,15.106989
10.0,1,15.106989
-10.0,1,15.11569
-10.0,1,15.117371
10.0,1,15.119491
-10.0,1,15.119491
-10.0,1,15.347154
-10.0,1,15.348459
-10.0,1,15.348459
-10.0,1,15.348459
-10.0,1,15.356188
-10.0,1,15.358255
-10.0,1,15.358255
-10.0,1,15.358255
-10.0,1,15.367179
-10.0,1,15.368201
-10.0,1,15.368201
-10.0,1,15.368201
10.0,1,15.37685
-10.0,1,15.377926
-10.0,1,15.377926
-10.0,1,15.377926
-10.0,1,15.387409
-10.0,1,15.387409
-10.0,1,15.387409
-10.0,1,15.387409
3.0,1,15.400693
3.0,1,15.402698
-10.0,1,15.404704
-10.0,1,15.404704
-10.0,1,15.412611
-10.0,1,15.412611
-10.0,1,15.413811
-10.0,1,15.413811
-10.0,1,15.422421
-10.0,1,15.422421
-10.0,1,15.422421
-10.0,1,15.422421
-10.0,1,15.433367
-10.0,1,15.434873
-10.0,1,15.43595
-10.0,1,15.43595
-10.0,1,15.443969
-10.0,1,15.443969
-10.0,1,15.445975
-10.0,1,15.44798
-10.0,1,15.453462
-10.0,1,15.454861
-10.0,1,15.454861
-10.0,1,15.454861
-10.0,1,15.463082
-10.0,1,15.465087
10.0,1,15.466832
10.0,1,15.468838
10.0,1,15.477283
-10.0,1,15.477283
-10.0,1,15.477283
-10.0,1,15.477283
-10.0,1,15.486104
-10.0,1,15.487525
10.0,1,15.487525
-10.0,1,15.487525
-10.0,1,15.497659
-10.0,1,15.498664
-10.0,1,15.498664
10.0,1,15.498664
-10.0,1,15.513128
-10.0,1,15.513128
-10.0,1,15.514636
-10.0,1,15.515755
10.0,1,15.523764
-10.0,1,15.523764
-10.0,1,15.523764
10.0,1,15.523764
-10.0,1,15.534907
-10.0,1,15.534907
-10.0,1,15.537716
-10.0,1,15.537716
-10.0,1,15.54385
-10.0,1,15.544864
-10.0,1,15.546369
-10.0,1,15.547448
-10.0,1,15.553525
-10.0,1,15.554716
-10.0,1,15.554716
-10.0,1,15.554716
10.0,1,15.563807
-10.0,1,15.56484
-10.0,1,15.56484
-10.0,1,15.56484
-10.0,1,15.574564
-10.0,1,15.575594
-10.0,1,15.575594
-10.0,1,15.57734
-10.0,1,15.584645
-10.0,1,15.585685
-10.0,1,15.585685
-10.0,1,15.585685
-10.0,1,15.59309
-10.0,1,15.59309
-10.0,1,15.59309
-10.0,1,15.59309
-10.0,1,15.604021
-10.0,1,15.605634
-10.0,1,15.605634
10.0,1,15.609141
10.0,1,15.618695
10.0,1,15.622705
-10.0,1,15.622705
-10.0,1,15.62471
-10.0,1,15.631037
-10.0,1,15.632455
-10.0,1,15.634679
-10.0,1,15.634679
-10.0,1,15.640865
-10.0,1,15.643091
-10.0,1,15.643091
-10.0,1,15.645097
-10.0,1,15.652762
-10.0,1,15.652762
-10.0,1,15.652762
-10.0,1,15.656773
-10.0,1,15.664278
-10.0,1,15.664278
-10.0,1,15.664278
-10.0,1,15.664278
-10.0,1,15.674677
10.0,1,15.677873
-10.0,1,15.677873
-10.0,1,15.677873
-10.0,1,15.686115
-10.0,1,15.687242
-10.0,1,15.688747
10.0,1,15.688747
-10.0,1,15.697046
-10.0,1,15.698396
10.0,1,15.700364
-10.0,1,15.700364
-10.0,1,15.708668
-10.0,1,15.710674
-10.0,1,15.710674
-10.0,1,15.710674
-10.0,1,15.718609
-10.0,1,15.719114
-10.0,1,15.72086
-10.0,1,15.72086
-10.0,1,15.731978
-10.0,1,15.7332
-10.0,1,15.7332
-10.0,1,15.735206
-10.0,1,15.740761
3.0,1,15.742951
10.0,1,15.742951
-10.0,1,15.746454
10.0,1,15.754872
-10.0,1,15.754872
10.0,1,15.756877
3.0,1,15.758882
3.0,1,15.765748
-10.0,1,15.765748
-10.0,1,15.767754
-10.0,1,15.768759
-10.0,1,15.774136
-10.0,1,15.776239
10.0,1,15.776239
10.0,1,15.776239
-10.0,1,15.787623
-10.0,1,15.788653
10.0,1,15.788653
-10.0,1,15.788653
-10.0,1,15.799277
-10.0,1,15.800282
-10.0,1,15.800282
-10.0,1,15.802287
-10.0,1,15.808324
-10.0,1,15.809356
-10.0,1,15.81274
-10.0,1,15.81274
-10.0,1,15.819099
-10.0,1,15.820152
-10.0,1,15.820152
-10.0,1,15.823098
-10.0,1,15.828905
-10.0,1,15.828905
-10.0,1,15.83091
-10.0,1,15.832415
